Member_number,Date,Items
1121,15-03-2014,"['coffee', 'shopping bags']"
1122,21-12-2015,"['bottled water', 'citrus fruit']"
1122,25-06-2015,"['root vegetables', 'frozen vegetables']"
1122,25-09-2014,"['chicken', 'dishes']"
1123,09-08-2014,"['rolls/buns', 'oil', 'yogurt']"
1123,12-11-2015,"['pork', 'soda', 'canned vegetables']"
1123,28-12-2014,"['pip fruit', 'whole milk']"
1123,31-01-2015,"['frozen vegetables', 'rolls/buns', 'cling film/bags']"
1124,05-03-2014,"['bottled beer', 'hygiene articles']"
1124,23-08-2014,"['yogurt', 'soda']"
1125,09-12-2014,"['rolls/buns', 'margarine']"
1125,12-05-2015,"['condensed milk', 'shopping bags']"
1125,19-11-2015,"['popcorn', 'citrus fruit']"
1125,27-08-2015,"['sausage', 'pastry']"
1125,30-05-2014,"['root vegetables', 'margarine', 'rolls/buns']"
1126,02-11-2014,"['rolls/buns', 'whipped/sour cream']"
1126,17-05-2015,"['newspapers', 'pork', 'root vegetables', 'napkins']"
1126,29-04-2015,"['misc. beverages', 'whole milk', 'long life bakery product']"
1127,05-04-2014,"['citrus fruit', 'soda']"
1127,06-02-2014,"['soda', 'roll products ']"
1127,14-01-2015,"['frankfurter', 'rolls/buns', 'shopping bags', 'margarine']"
1127,15-10-2015,"['other vegetables', 'butter', 'pastry', 'UHT-milk']"
1128,05-07-2015,"['meat', 'coffee']"
1128,10-05-2014,"['frankfurter', 'white bread']"
1128,26-04-2014,"['liquor', 'domestic eggs']"
1128,27-03-2014,"['specialty bar', 'soda', 'frozen vegetables', 'frozen vegetables']"
1129,10-09-2014,"['grapes', 'frozen meals', 'flower (seeds)']"
1129,14-11-2014,"['tea', 'yogurt', 'shopping bags', 'brown bread']"
1129,18-04-2014,"['flower (seeds)', 'white wine']"
1129,21-12-2014,"['cream cheese ', 'specialty chocolate']"
1129,25-01-2014,"['whole milk', 'baking powder']"
1130,01-11-2014,"['margarine', 'soda']"
1130,15-01-2015,"['tropical fruit', 'cream cheese ', 'cream cheese ']"
1130,18-08-2014,"['yogurt', 'softener']"
1130,18-09-2015,"['bottled water', 'frankfurter', 'dessert', 'root vegetables']"
1132,19-02-2015,"['other vegetables', 'semi-finished bread', 'other vegetables', 'rolls/buns', 'shopping bags', 'salty snack']"
1132,22-09-2015,"['soda', 'whole milk']"
1132,22-11-2014,"['bottled beer', 'whole milk']"
1133,03-08-2014,"['yogurt', 'pastry']"
1133,03-08-2015,"['curd', 'domestic eggs']"
1133,21-03-2014,"['coffee', 'shopping bags', 'shopping bags']"
1133,26-02-2015,"['sausage', 'rolls/buns', 'rice']"
1133,26-03-2015,"['pork', 'whole milk', 'napkins']"
1134,04-12-2014,"['other vegetables', 'oil']"
1134,11-05-2014,"['pastry', 'brown bread', 'yogurt']"
1134,18-02-2014,"['cream cheese ', 'newspapers']"
1135,10-07-2015,"['sausage', 'shopping bags', 'soda', 'butter', 'dessert', 'soda']"
1135,24-02-2015,"['hard cheese', 'butter']"
1135,29-04-2015,"['whole milk', 'other vegetables']"
1136,02-05-2014,"['citrus fruit', 'flower (seeds)']"
1136,03-01-2015,"['tropical fruit', 'butter milk', 'brown bread']"
1136,03-11-2015,"['tropical fruit', 'whole milk']"
1136,04-06-2014,"['rolls/buns', 'fruit/vegetable juice']"
1136,15-06-2015,"['herbs', 'citrus fruit']"
1136,15-07-2014,"['root vegetables', 'butter milk']"
1136,25-05-2014,"['instant coffee', 'shopping bags']"
1136,28-09-2014,"['tropical fruit', 'other vegetables']"
1136,29-10-2015,"['other vegetables', 'beef']"
1137,16-05-2014,"['nut snack', 'canned beer']"
1137,26-09-2015,"['whole milk', 'other vegetables', 'other vegetables', 'sugar']"
1138,02-09-2015,"['whole milk', 'root vegetables']"
1138,07-07-2014,"['citrus fruit', 'napkins']"
1138,24-02-2015,"['rolls/buns', 'butter milk']"
1139,02-02-2014,"['rolls/buns', 'brown bread', 'canned beer']"
1139,15-01-2014,"['tropical fruit', 'soft cheese']"
1139,19-01-2015,"['tropical fruit', 'misc. beverages']"
1139,20-10-2014,"['pork', 'pickled vegetables']"
1140,01-05-2015,"['photo/film', 'frankfurter', 'other vegetables', 'curd', 'waffles']"
1140,26-06-2015,"['pip fruit', 'other vegetables', 'cling film/bags']"
1141,02-12-2014,"['rolls/buns', 'whole milk', 'soda']"
1141,08-04-2014,"['tropical fruit', 'yogurt']"
1141,08-06-2014,"['cat food', 'rolls/buns']"
1141,15-12-2014,"['berries', 'white bread']"
1142,10-12-2014,"['rolls/buns', 'soda']"
1142,13-06-2015,"['chicken', 'brown bread']"
1142,13-10-2014,"['other vegetables', 'napkins']"
1142,22-05-2014,"['newspapers', 'soups']"
1143,14-07-2014,"['UHT-milk', 'soda']"
1143,14-11-2014,"['pork', 'soda']"
1143,18-11-2014,"['oil', 'pickled vegetables']"
1143,25-04-2015,"['soda', 'whole milk', 'whole milk', 'sugar']"
1143,27-01-2015,"['misc. beverages', 'spread cheese']"
1144,01-04-2015,"['meat', 'whole milk']"
1144,07-11-2014,"['pork', 'domestic eggs']"
1144,08-04-2014,"['root vegetables', 'coffee']"
1144,13-08-2015,"['canned beer', 'fish']"
1144,15-10-2015,"['hard cheese', 'root vegetables', 'white bread']"
1144,16-01-2015,"['chicken', 'domestic eggs', 'white bread']"
1144,28-01-2015,"['soda', 'whipped/sour cream']"
1145,05-06-2014,"['brown bread', 'other vegetables']"
1145,07-10-2015,"['tropical fruit', 'root vegetables']"
1145,13-09-2014,"['bottled beer', 'soda']"
1146,11-06-2015,"['whole milk', 'bottled beer']"
1146,12-07-2014,"['bottled water', 'shopping bags', 'waffles']"
1146,12-09-2015,"['pork', 'margarine']"
1146,21-02-2014,"['frozen vegetables', 'pip fruit', 'root vegetables', 'cereals']"
1146,23-05-2014,"['yogurt', 'soda', 'yogurt']"
1146,28-03-2014,"['other vegetables', 'berries', 'candy', 'sliced cheese']"
1146,30-01-2014,"['curd', 'soft cheese']"
1147,01-05-2014,"['soda', 'whole milk']"
1147,04-03-2014,"['frozen meals', 'detergent']"
1147,16-11-2014,"['specialty chocolate', 'canned fish']"
1148,01-11-2014,"['soda', 'other vegetables']"
1148,09-07-2015,"['pork', 'tropical fruit']"
1148,14-01-2015,"['pork', 'yogurt']"
1148,15-04-2015,"['yogurt', 'sausage', 'whole milk', 'shopping bags', 'white bread', 'dog food', 'baking powder', 'sliced cheese']"
1148,27-09-2015,"['soda', 'other vegetables']"
1148,31-01-2014,"['root vegetables', 'soda', 'long life bakery product']"
1149,06-08-2015,"['soda', 'bottled beer', 'chicken', 'yogurt']"
1149,12-12-2015,"['seasonal products', 'frozen vegetables', 'yogurt']"
1150,04-12-2015,"['other vegetables', 'fruit/vegetable juice']"
1150,06-09-2014,"['long life bakery product', 'rolls/buns', 'UHT-milk', 'bottled water']"
1150,25-05-2015,"['canned beer', 'sugar']"
1150,29-08-2014,"['pip fruit', 'berries']"
1151,12-12-2014,"['curd', 'soft cheese']"
1151,17-09-2015,"['berries', 'pip fruit', 'pastry']"
1152,05-03-2015,"['whole milk', 'rolls/buns']"
1152,19-07-2015,"['pork', 'domestic eggs']"
1152,20-04-2015,"['soda', 'frozen meals']"
1152,26-12-2014,"['curd cheese', 'soda']"
1153,08-12-2015,"['whole milk', 'grapes']"
1153,10-08-2014,"['chewing gum', 'whole milk', 'bottled beer', 'ready soups']"
1153,18-02-2015,"['butter', 'ice cream']"
1153,19-08-2014,"['chicken', 'cake bar']"
1153,26-10-2015,"['frankfurter', 'soft cheese', 'mustard']"
1153,28-03-2014,"['tropical fruit', 'rolls/buns', 'canned beer', 'dish cleaner']"
1154,06-04-2015,"['root vegetables', 'other vegetables', 'frozen vegetables']"
1154,15-05-2014,"['female sanitary products', 'rolls/buns']"
1154,17-05-2015,"['citrus fruit', 'sausage', 'whole milk', 'canned beer']"
1155,01-04-2015,"['whole milk', 'sausage', 'pet care', 'yogurt']"
1155,10-08-2015,"['whole milk', 'house keeping products']"
1155,27-12-2015,"['frankfurter', 'brandy']"
1156,13-09-2015,"['berries', 'other vegetables']"
1157,04-10-2014,"['tropical fruit', 'UHT-milk', 'napkins', 'whole milk']"
1157,21-03-2014,"['beef', 'curd', 'frozen meals']"
1158,17-10-2015,"['rolls/buns', 'other vegetables', 'butter', 'root vegetables', 'rolls/buns']"
1158,19-02-2014,"['whole milk', 'bottled water']"
1158,21-03-2015,"['yogurt', 'citrus fruit']"
1158,25-08-2015,"['whole milk', 'cream cheese ']"
1159,06-02-2014,"['frozen vegetables', 'domestic eggs']"
1159,14-06-2015,"['citrus fruit', 'soda']"
1159,28-01-2014,"['citrus fruit', 'light bulbs']"
1160,04-02-2014,"['yogurt', 'whole milk']"
1160,04-09-2015,"['butter', 'chewing gum']"
1160,06-02-2014,"['whole milk', 'root vegetables']"
1160,20-11-2015,"['pip fruit', 'tropical fruit', 'mustard']"
1160,21-08-2015,"['domestic eggs', 'beef', 'coffee', 'bottled beer']"
1160,24-01-2015,"['shopping bags', 'frozen meals']"
1161,14-03-2015,"['other vegetables', 'yogurt', 'whole milk', 'spread cheese']"
1161,26-01-2014,"['beef', 'newspapers', 'bottled beer']"
1162,05-04-2014,"['misc. beverages', 'coffee']"
1162,06-08-2015,"['canned beer', 'citrus fruit']"
1162,18-01-2014,"['white bread', 'yogurt']"
1162,20-08-2014,"['red/blush wine', 'salty snack']"
1162,28-03-2014,"['canned beer', 'berries', 'male cosmetics', 'fruit/vegetable juice']"
1163,11-03-2014,"['sausage', 'bottled water']"
1163,14-12-2015,"['whole milk', 'beef', 'citrus fruit', 'newspapers', 'bottled water']"
1163,30-04-2014,"['white bread', 'frozen vegetables']"
1164,01-02-2015,"['other vegetables', 'sliced cheese']"
1164,30-03-2015,"['whole milk', 'root vegetables', 'canned vegetables']"
1165,01-04-2014,"['beef', 'house keeping products']"
1165,02-05-2014,"['frozen vegetables', 'whole milk']"
1165,13-04-2015,"['pork', 'packaged fruit/vegetables', 'chocolate']"
1165,29-12-2015,"['curd', 'spices']"
1166,03-06-2014,"['bottled water', 'tropical fruit']"
1166,17-02-2014,"['root vegetables', 'brown bread']"
1167,01-11-2014,"['rolls/buns', 'other vegetables']"
1167,16-02-2015,"['coffee', 'domestic eggs']"
1168,06-03-2015,"['frankfurter', 'frozen vegetables']"
1168,11-02-2015,"['bottled beer', 'whole milk', 'UHT-milk', 'chocolate']"
1168,31-10-2014,"['sweet spreads', 'herbs', 'long life bakery product']"
1169,01-11-2014,"['soda', 'detergent']"
1169,02-05-2014,"['soda', 'margarine']"
1169,04-01-2014,"['liquor', 'bottled water']"
1169,05-06-2014,"['napkins', 'cleaner']"
1169,15-01-2014,"['other vegetables', 'rolls/buns']"
1169,15-04-2014,"['napkins', 'napkins']"
1169,15-12-2014,"['cake bar', 'bottled beer']"
1169,25-01-2014,"['waffles', 'whole milk', 'other vegetables', 'white bread']"
1169,29-05-2014,"['finished products', 'newspapers', 'whipped/sour cream']"
1170,01-12-2015,"['chicken', 'pip fruit']"
1170,03-06-2014,"['chocolate', 'shopping bags']"
1170,09-10-2015,"['citrus fruit', 'whipped/sour cream']"
1170,12-11-2015,"['whole milk', 'turkey', 'pork', 'dog food', 'rolls/buns', 'soda', 'bottled water', 'bottled water']"
1170,13-09-2014,"['pip fruit', 'whipped/sour cream']"
1170,19-03-2015,"['whole milk', 'sparkling wine']"
1170,22-05-2014,"['whole milk', 'canned beer']"
1171,01-03-2014,"['soda', 'whipped/sour cream']"
1171,04-08-2014,"['other vegetables', 'soda']"
1171,04-09-2014,"['brown bread', 'pasta']"
1171,05-05-2015,"['bottled water', 'onions']"
1171,15-01-2015,"['specialty chocolate', 'beverages']"
1173,07-02-2015,"['bottled beer', 'fruit/vegetable juice', 'rolls/buns']"
1173,07-08-2014,"['specialty bar', 'newspapers']"
1173,18-04-2014,"['rolls/buns', 'margarine']"
1173,22-10-2015,"['hard cheese', 'rolls/buns']"
1174,11-02-2015,"['rolls/buns', 'soft cheese', 'fruit/vegetable juice']"
1174,19-11-2014,"['baking powder', 'pickled vegetables']"
1174,26-01-2015,"['pip fruit', 'whipped/sour cream']"
1174,26-07-2014,"['citrus fruit', 'syrup']"
1174,29-12-2014,"['root vegetables', 'cling film/bags']"
1175,02-01-2014,"['hamburger meat', 'other vegetables']"
1175,10-06-2015,"['whole milk', 'citrus fruit', 'shopping bags', 'white wine', 'soda', 'yogurt']"
1175,20-09-2014,"['pasta', 'oil']"
1175,28-06-2014,"['citrus fruit', 'brown bread', 'specialty chocolate']"
1175,30-06-2015,"['bottled water', 'yogurt', 'beef', 'berries', 'chocolate', 'butter']"
1176,04-08-2014,"['hard cheese', 'sugar', 'bottled water']"
1176,04-09-2014,"['soda', 'whole milk']"
1176,09-05-2014,"['tropical fruit', 'other vegetables']"
1176,17-08-2015,"['pastry', 'other vegetables']"
1176,21-11-2014,"['frozen potato products', 'domestic eggs', 'curd cheese']"
1176,30-03-2015,"['whole milk', 'tropical fruit']"
1177,14-10-2015,"['rolls/buns', 'canned beer', 'brown bread', 'dessert']"
1178,15-06-2014,"['tropical fruit', 'shopping bags']"
1178,15-11-2015,"['bottled water', 'chocolate', 'jam']"
1178,19-04-2015,"['other vegetables', 'ice cream', 'pork', 'salt']"
1178,23-03-2015,"['oil', 'coffee']"
1179,08-06-2014,"['cereals', 'soda']"
1179,11-09-2014,"['chicken', 'frozen meals', 'napkins']"
1180,02-02-2014,"['frozen potato products', 'whole milk']"
1180,24-08-2014,"['citrus fruit', 'white bread']"
1181,13-07-2014,"['bottled beer', 'oil', 'whole milk', 'dishes']"
1181,16-11-2015,"['sausage', 'root vegetables']"
1181,23-10-2014,"['white bread', 'mayonnaise']"
1182,01-09-2015,"['ice cream', 'hamburger meat', 'shopping bags', 'whole milk', 'soft cheese']"
1182,16-11-2014,"['candy', 'baking powder', 'canned fish']"
1182,20-06-2014,"['butter', 'mustard']"
1182,21-01-2015,"['beef', 'butter milk']"
1182,29-11-2015,"['hamburger meat', 'pip fruit']"
1182,30-09-2014,"['rolls/buns', 'red/blush wine']"
1183,04-01-2015,"['sausage', 'domestic eggs']"
1183,12-06-2015,"['sausage', 'bottled beer', 'dessert', 'butter', 'cream cheese ', 'other vegetables', 'canned beer', 'brown bread']"
1183,29-06-2015,"['root vegetables', 'ham', 'butter', 'brown bread', 'pastry', 'spread cheese']"
1184,16-06-2015,"['root vegetables', 'sweet spreads']"
1184,24-06-2014,"['beef', 'whole milk', 'newspapers']"
1185,14-08-2014,"['beef', 'whole milk', 'frozen meals']"
1185,24-08-2015,"['pip fruit', 'specialty bar', 'chocolate']"
1185,27-09-2014,"['frankfurter', 'canned beer']"
1185,28-09-2014,"['ice cream', 'chewing gum']"
1186,09-02-2014,"['soda', 'butter']"
1186,17-04-2014,"['soda', 'detergent']"
1186,23-03-2014,"['white bread', 'domestic eggs']"
1186,26-04-2015,"['other vegetables', 'whole milk', 'canned fruit']"
1187,08-06-2014,"['soda', 'soda']"
1187,09-11-2014,"['citrus fruit', 'domestic eggs']"
1187,12-12-2015,"['other vegetables', 'onions', 'shopping bags']"
1188,04-07-2014,"['butter milk', 'cleaner', 'bottled water']"
1188,09-01-2015,"['whole milk', 'rolls/buns', 'soda']"
1188,21-11-2014,"['other vegetables', 'bottled beer']"
1189,04-07-2014,"['bottled beer', 'sliced cheese']"
1189,23-02-2014,"['tropical fruit', 'dessert']"
1190,10-09-2014,"['whipped/sour cream', 'specialty chocolate']"
1190,11-06-2015,"['root vegetables', 'root vegetables']"
1190,18-05-2014,"['pip fruit', 'rolls/buns', 'soda']"
1190,21-06-2014,"['bottled water', 'soda']"
1190,24-04-2014,"['hamburger meat', 'bottled beer']"
1190,25-11-2014,"['other vegetables', 'meat spreads']"
1190,27-10-2014,"['canned beer', 'root vegetables']"
1190,27-10-2015,"['sparkling wine', 'waffles']"
1191,08-08-2015,"['hamburger meat', 'citrus fruit', 'specialty chocolate', 'other vegetables']"
1191,10-03-2014,"['berries', 'white bread']"
1192,09-01-2015,"['butter', 'seasonal products', 'fruit/vegetable juice']"
1192,27-12-2014,"['brown bread', 'pastry']"
1193,12-11-2015,"['citrus fruit', 'root vegetables']"
1193,16-02-2014,"['soda', 'shopping bags']"
1194,13-05-2015,"['butter', 'coffee', 'soda', 'pastry']"
1194,16-01-2014,"['whole milk', 'bottled water', 'honey']"
1194,27-02-2014,"['pip fruit', 'napkins']"
1195,04-11-2015,"['finished products', 'liquor']"
1195,14-08-2014,"['butter', 'shopping bags']"
1195,28-09-2015,"['whole milk', 'soft cheese']"
1196,15-08-2014,"['domestic eggs', 'newspapers']"
1196,20-01-2014,"['pip fruit', 'shopping bags']"
1196,27-11-2015,"['mayonnaise', 'candy', 'rolls/buns', 'bottled beer']"
1197,03-05-2014,"['whole milk', 'brown bread']"
1197,12-05-2014,"['beef', 'whipped/sour cream']"
1197,16-01-2015,"['sausage', 'chocolate']"
1197,19-03-2014,"['pip fruit', 'waffles']"
1197,22-11-2015,"['root vegetables', 'citrus fruit', 'root vegetables', 'misc. beverages', 'sliced cheese', 'packaged fruit/vegetables', 'yogurt', 'whipped/sour cream']"
1197,27-04-2015,"['citrus fruit', 'yogurt']"
1198,22-03-2014,"['citrus fruit', 'napkins']"
1198,29-07-2014,"['frozen fish', 'specialty chocolate']"
1198,31-01-2015,"['other vegetables', 'specialty chocolate', 'newspapers']"
1199,09-11-2015,"['beverages', 'sausage']"
1199,10-12-2015,"['sugar', 'canned vegetables', 'flour', 'bottled water', 'salty snack']"
1199,21-11-2015,"['rolls/buns', 'whole milk', 'white bread', 'popcorn']"
1199,23-03-2014,"['grapes', 'rolls/buns']"
1200,08-08-2015,"['citrus fruit', 'root vegetables']"
1200,26-09-2015,"['candy', 'dessert', 'rolls/buns', 'canned fish']"
1200,27-02-2014,"['brown bread', 'detergent']"
1201,24-10-2014,"['candles', 'whole milk']"
1201,24-11-2014,"['misc. beverages', 'coffee']"
1202,21-04-2014,"['coffee', 'oil']"
1202,22-04-2015,"['yogurt', 'rolls/buns']"
1202,22-07-2015,"['soda', 'curd cheese', 'root vegetables', 'semi-finished bread']"
1202,29-07-2014,"['yogurt', 'roll products ']"
1204,11-04-2015,"['grapes', 'chicken', 'bottled beer', 'root vegetables']"
1204,12-01-2014,"['softener', 'chocolate']"
1204,13-04-2014,"['soda', 'beverages']"
1204,18-05-2014,"['root vegetables', 'yogurt']"
1204,23-06-2014,"['rolls/buns', 'pastry']"
1204,23-07-2015,"['sliced cheese', 'pip fruit']"
1204,25-05-2014,"['whole milk', 'waffles']"
1205,12-08-2014,"['white bread', 'bottled water', 'ready soups', 'curd']"
1205,14-03-2015,"['yogurt', 'whole milk', 'yogurt', 'chewing gum']"
1205,30-04-2014,"['whole milk', 'oil']"
1206,02-01-2015,"['sausage', 'cat food']"
1206,03-02-2014,"['tropical fruit', 'hygiene articles', 'candles']"
1206,15-05-2015,"['pastry', 'sausage', 'soda', 'rolls/buns', 'sugar', 'soda', 'other vegetables', 'whole milk', 'softener']"
1207,09-12-2014,"['whole milk', 'yogurt', 'semi-finished bread']"
1207,14-11-2015,"['frankfurter', 'whole milk']"
1207,28-04-2014,"['ham', 'pickled vegetables', 'shopping bags']"
1208,03-08-2014,"['soft cheese', 'bottled water']"
1208,16-12-2015,"['tropical fruit', 'butter milk']"
1208,21-08-2015,"['rolls/buns', 'frozen meals']"
1208,24-08-2015,"['shopping bags', 'misc. beverages']"
1208,25-10-2014,"['pork', 'beef', 'yogurt']"
1209,01-11-2014,"['sausage', 'dessert']"
1209,05-03-2014,"['yogurt', 'shopping bags']"
1209,11-11-2014,"['fruit/vegetable juice', 'long life bakery product', 'specialty cheese']"
1209,26-08-2014,"['ham', 'brown bread']"
1211,09-11-2014,"['butter', 'margarine']"
1211,10-03-2015,"['frankfurter', 'butter', 'specialty bar', 'yogurt']"
1211,12-12-2014,"['finished products', 'domestic eggs']"
1211,13-12-2014,"['specialty bar', 'whole milk']"
1211,19-04-2015,"['UHT-milk', 'other vegetables']"
1211,24-05-2015,"['rolls/buns', 'tropical fruit', 'salty snack', 'specialty bar']"
1212,03-06-2014,"['tropical fruit', 'salt']"
1212,19-06-2015,"['tropical fruit', 'cat food']"
1212,25-05-2014,"['beef', 'domestic eggs']"
1212,31-07-2015,"['root vegetables', 'other vegetables']"
1213,03-03-2015,"['chicken', 'beef', 'pork', 'beef', 'newspapers', 'dessert', 'margarine', 'brown bread', 'newspapers']"
1213,07-02-2015,"['domestic eggs', 'fruit/vegetable juice']"
1213,14-09-2015,"['citrus fruit', 'bottled beer']"
1214,08-07-2014,"['syrup', 'waffles']"
1214,10-01-2015,"['meat', 'chicken', 'yogurt', 'pip fruit']"
1215,18-01-2015,"['pip fruit', 'other vegetables', 'semi-finished bread', 'sliced cheese']"
1215,28-04-2014,"['sauces', 'yogurt']"
1215,30-07-2014,"['grapes', 'root vegetables', 'shopping bags']"
1216,04-03-2015,"['turkey', 'onions']"
1216,07-02-2014,"['citrus fruit', 'long life bakery product']"
1216,19-06-2015,"['canned beer', 'brown bread']"
1216,25-08-2015,"['whole milk', 'soda', 'root vegetables', 'pastry', 'specialty fat', 'bottled water', 'napkins', 'tropical fruit']"
1217,03-12-2014,"['citrus fruit', 'grapes', 'bottled water']"
1217,18-02-2015,"['whole milk', 'dog food', 'pastry']"
1217,21-07-2014,"['whole milk', 'sugar']"
1218,05-07-2015,"['whole milk', 'sausage', 'yogurt', 'whole milk', 'butter']"
